Year ended September,Kill status,Animal type,Unit,Value,Value Unit,Value Label,Null Reason,Metadata 1
1982,Graded for Local,Total All Cattle,Weight,120617453,number,Kilograms,
1982,Graded for Local,Total Goats,Weight,1989,number,Kilograms,
1982,Graded for Local,Total Horses,Weight,,number,Kilograms,not available
1982,Graded for Local,Pigs (under 50kg),Weight,,number,Kilograms,not available
1982,Graded for Local,Pigs (50-64.9kg),Weight,,number,Kilograms,not available
1982,Graded for Local,Pigs (65-74.9kg),Weight,,number,Kilograms,not available
1982,Graded for Local,Pigs (75-84.9kg),Weight,,number,Kilograms,not available
1982,Graded for Local,Pigs (85-94.9kg),Weight,,number,Kilograms,not available
1982,Graded for Local,Pigs (95kg and above),Weight,,number,Kilograms,not available
1982,Graded for Local,Choppers,Weight,,number,Kilograms,not available
1982,Graded for Local,Total pigs,Weight,,number,Kilograms,not available
1982,Graded for Local,Hoggets,Weight,17483100,number,Kilograms,
1982,Graded for Local,Rams,Weight,1106711,number,Kilograms,
1982,Graded for Local,Other Adult Sheep,Weight,21157680,number,Kilograms,
1982,Graded for Local,Total Adult Sheep,Weight,39747491,number,Kilograms,
1982,Graded for Local,Lambs,Weight,10093316,number,Kilograms,
1982,Graded for Local,Total All Sheep,Weight,49840807,number,Kilograms,
1982,Graded for Local,"Total Sheep, Cattle, Goats, Horses, and Pigs",Weight,205957858,number,Kilograms,
1982,Total Graded,Vealers - Dairy,Weight,,number,Kilograms,not available
1982,Total Graded,Heifers - Dairy,Weight,,number,Kilograms,not available
1982,Total Graded,Cows - Dairy,Weight,,number,Kilograms,not available
1982,Total Graded,Steers - Dairy,Weight,,number,Kilograms,not available
1982,Total Graded,Bulls - Dairy,Weight,,number,Kilograms,not available
1982,Total Graded,Total Adult Cattle - Dairy,Weight,,number,Kilograms,not available
1982,Total Graded,Vealers - Beef,Weight,,number,Kilograms,not available
1982,Total Graded,Heifers - Beef,Weight,,number,Kilograms,not available
1982,Total Graded,Cows - Beef,Weight,,number,Kilograms,not available
1982,Total Graded,Steers - Beef,Weight,,number,Kilograms,not available
1982,Total Graded,Bulls - Beef,Weight,,number,Kilograms,not available
1982,Total Graded,Total Adult Cattle - Beef,Weight,,number,Kilograms,not available
1982,Total Graded,Calves,Weight,15509829,number,Kilograms,
1982,Total Graded,Vealers,Weight,4964804,number,Kilograms,
1982,Total Graded,Calves and Vealers,Weight,20474633,number,Kilograms,
1982,Total Graded,Heifers,Weight,78319207,number,Kilograms,
1982,Total Graded,Cows,Weight,146691145,number,Kilograms,
1982,Total Graded,Steers,Weight,197807253,number,Kilograms,
1982,Total Graded,Bulls,Weight,64011083,number,Kilograms,
1982,Total Graded,Total Adult Cattle,Weight,486828688,number,Kilograms,
1982,Total Graded,Total All Cattle,Weight,507303321,number,Kilograms,
1982,Total Graded,Total Goats,Weight,400935,number,Kilograms,
1982,Total Graded,Total Horses,Weight,,number,Kilograms,not available
1982,Total Graded,Pigs (under 50kg),Weight,,number,Kilograms,not available
1982,Total Graded,Pigs (50-64.9kg),Weight,,number,Kilograms,not available
1982,Total Graded,Pigs (65-74.9kg),Weight,,number,Kilograms,not available
1982,Total Graded,Pigs (75-84.9kg),Weight,,number,Kilograms,not available
1982,Total Graded,Pigs (85-94.9kg),Weight,,number,Kilograms,not available
1982,Total Graded,Pigs (95kg and above),Weight,,number,Kilograms,not available
1982,Total Graded,Choppers,Weight,,number,Kilograms,not available
1982,Total Graded,Total pigs,Weight,,number,Kilograms,not available
1982,Total Graded,Hoggets,Weight,19667774,number,Kilograms,
1982,Total Graded,Rams,Weight,1537603,number,Kilograms,
1982,Total Graded,Other Adult Sheep,Weight,148840748,number,Kilograms,
1982,Total Graded,Total Adult Sheep,Weight,170046125,number,Kilograms,
1982,Total Graded,Lambs,Weight,429825836,number,Kilograms,
1982,Total Graded,Total All Sheep,Weight,599871961,number,Kilograms,
1982,Total Graded,"Total Sheep, Cattle, Goats, Horses, and Pigs",Weight,1146851890,number,Kilograms,
1983,Condemned,Vealers - Dairy,Number,,number,Number of animals,not available
1983,Condemned,Heifers - Dairy,Number,,number,Number of animals,not available
